	1.6774193548387097e+00	3.8004030786435270e+00	3.6562498942163209e+00	6.1995967961944869e+00	-3.6562498637131609e+00 3.8004030786435270e+00	3.6562498942163209e+00	6.1995967961944869e+00	-3.6562498637131609e+00	1.6824462055283746e+02	
	1.8064516129032258e+00	4.2762095205605402e+00	3.7187499554973984e+00	5.7237903557065648e+00	-3.7187499638496573e+00 4.2762095205605402e+00	3.7187499554973984e+00	5.7237903557065648e+00	-3.7187499638496573e+00	1.6878954383519786e+02	
	1.9354838709677420e+00	4.7580643544175887e+00	3.7499999692868431e+00	5.2419355221170623e+00	-3.7499999567876077e+00 4.7580643544175887e+00	3.7499999692868431e+00	5.2419355221170623e+00	-3.7499999567876077e+00	1.6892577433327517e+02	
	2.0645161290322580e+00	5.2419353179737858e+00	3.7499999658342174e+00	4.7580645613212083e+00	-3.7499999355481393e+00 5.2419353179737858e+00	3.7499999658342174e+00	4.7580645613212083e+00	-3.7499999355481393e+00	1.6892577433327514e+02	
	2.1935483870967740e+00	5.7237901617488633e+00	3.7187501126794893e+00	4.2762097267171884e+00	-3.7187500008141727e+00 5.7237901617488633e+00	3.7187501126794893e+00	4.2762097267171884e+00	-3.7187500008141727e+00	1.6906200387735407e+02	
	2.3225806451612905e+00	6.1995966282426869e+00	3.6562501179747873e+00	3.8004032752322634e+00	-3.6562499972021074e+00 6.1995966282426869e+00	3.6562501179747873e+00	3.8004032752322634e+00	-3.6562499972021074e+00	1.6960692573767847e+02	
	2.4516129032258065e+00	6.6653224486156235e+00	3.5625000978057249e+00	3.3346774745572314e+00	-3.5624999132608881e+00 6.6653224486156235e+00	3.5625000978057249e+00	3.3346774745572314e+00	-3.5624999132608881e+00	1.7083300131799615e+02	
	2.5806451612903225e+00	7.1169353666147588e+00	3.4375001311808671e+00	2.8830645770993573e+00	-3.4374999973361833e+00 7.1169353666147588e+00	3.4375001311808671e+00	2.8830645770993573e+00	-3.4374999973361833e+00	1.7301268676995466e+02	
	2.7096774193548385e+00	7.5504031259411004e+00	3.2812501383774300e+00	2.4495968305832339e+00	-3.2812500736637427e+00 7.5504031259411004e+00	3.2812501383774300e+00	2.4495968305832339e+00	-3.2812500736637427e+00	1.7641844666814021e+02	
	2.8387096774193550e+00	7.9616934636386141e+00	3.0937500959340234e+00	2.0383064974561504e+00	-3.0937500898060244e+00 .9616934636386141e+00	3.0937500959340234e+00	2.0383064974561504e+00	-3.0937500898060244e+00	1.8132274423107910e+02	
	2.9677419354838710e+00	8.3467741203391626e+00	2.8750000829245308e+00	1.6532258404971927e+00	-2.8750000930578343e+00 8.3467741203391626e+00	2.8750000829245308e+00	1.6532258404971927e+00	-2.8750000930578343e+00	1.8799803749759081e+02	
	3.0967741935483870e+00	8.7016128436914109e+00	2.6250001290353286e+00	1.2983871198795753e+00	-2.6250000765152359e+00 8.7016128436914109e+00	2.6250001290353286e+00	1.2983871198795753e+00	-2.6250000765152359e+00	1.9671678646640007e+02	
	3.2258064516129030e+00	9.0221773746852776e+00	2.3437501013695439e+00	9.7782259552627093e-01	-2.3437500509609883e+00 9.0221773746852776e+00	2.3437501013695439e+00	9.7782259552627093e-01	-2.3437500509609883e+00	2.0775145652320489e+02	
	3.3548387096774195e+00	9.3044354517730330e+00	2.0312500934906521e+00	6.9556452456046780e-01	-2.0312500490089502e+00 9.3044354517730330e+00	2.0312500934906521e+00	6.9556452456046780e-01	-2.0312500490089502e+00	2.2137450382677198e+02	
	3.4838709677419355e+00	9.5443548180511808e+00	1.6875000838206495e+00	4.5564516465450722e-01	-1.6875000295334390e+00 9.5443548180511808e+00	1.6875000838206495e+00	4.5564516465450722e-01	-1.6875000295334390e+00	2.3785839194314048e+02	
	3.6129032258064515e+00	9.7379032153424170e+00	1.3125000741935036e+00	2.6209677485755178e-01	-1.3125000123193711e+00 9.7379032153424170e+00	1.3125000741935036e+00	2.6209677485755178e-01	-1.3125000123193711e+00	2.5747558084727154e+02	
	3.7419354838709675e+00	9.8810483840240142e+00	9.0625004037128476e-01	1.1895161172270365e-01	-9.0625001627077673e-01 9.8810483840240142e+00	9.0625004037128476e-01	1.1895161172270365e-01	-9.0625001627077673e-01	2.8049853175885664e+02	
	3.8709677419354840e+00	9.9697580642820505e+00	4.6875000362824476e-01	3.0241934369006240e-02	-4.6874998271152868e-01 9.9697580642820505e+00	4.6875000362824476e-01	3.0241934369006240e-02	-4.6874998271152868e-01	3.0719970792449340e+02	
	4.0000000000000000e+00	1.0000000000000000e+01	4.0360334115085486e-19	5.2048456896688917e-13	-1.6839540251104462e-18 1.0000000000000000e+01	4.0360334115085486e-19	5.2048456896688917e-13	-1.6839540251104462e-18	3.3785156249999278e+02	
